Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification
M5,2024,Africa,Red,Hybrid,Automatic,4.3,11825,104029,Low
M3,2024,Europe,Blue,Petrol,Automatic,4.6,150207,51062,High
X3,2017,South America,Silver,Electric,Manual,3.1,159965,37975,Low
X1,2012,North America,Blue,Hybrid,Manual,2.3,64502,65621,High
X5,2014,South America,Black,Hybrid,Manual,2.0,197228,45355,Low
X6,2023,Middle East,White,Petrol,Automatic,2.0,187455,51764,High
7 Series,2016,Asia,Grey,Electric,Manual,4.3,16041,106138,Low
5 Series,2013,Europe,Silver,Petrol,Manual,2.8,129024,51119,High
i3,2023,South America,White,Diesel,Automatic,3.9,193708,87655,Low
X6,2021,Europe,Black,Petrol,Manual,3.4,94800,87480,High
5 Series,2014,North America,Black,Petrol,Manual,2.9,93348,98414,High
7 Series,2010,Africa,Silver,Diesel,Manual,1.9,20037,109205,High
5 Series,2013,Middle East,Grey,Petrol,Manual,2.7,30823,67343,Low
i3,2023,South America,Black,Electric,Automatic,4.4,114160,99180,Low
M3,2023,Middle East,Black,Petrol,Automatic,4.3,173931,97836,Low
i8,2016,Middle East,Blue,Electric,Manual,1.6,1905,107978,High
M5,2021,Africa,Black,Electric,Automatic,2.0,165352,42680,Low
X1,2019,South America,Grey,Electric,Automatic,4.1,23672,85378,Low
7 Series,2016,Asia,Red,Electric,Manual,2.7,135966,45642,Low
X1,2019,South America,White,Electric,Automatic,3.8,176421,81080,Low
M5,2019,Europe,White,Electric,Automatic,3.5,173333,119645,Low
M5,2013,Africa,Red,Diesel,Manual,3.8,69844,41070,High
7 Series,2021,Middle East,Blue,Petrol,Manual,1.7,20949,68844,Low
i3,2015,Middle East,Grey,Diesel,Automatic,4.8,159404,36440,Low
5 Series,2022,Europe,Black,Petrol,Automatic,1.6,132258,103829,Low
5 Series,2014,Asia,Red,Electric,Automatic,1.5,167547,115591,Low
M5,2010,Europe,Grey,Petrol,Automatic,2.3,134492,78782,Low
X3,2017,Europe,Silver,Electric,Manual,5.0,61207,117794,Low
3 Series,2021,North America,Blue,Diesel,Manual,1.8,123069,99395,Low
X5,2016,Europe,Silver,Diesel,Automatic,4.6,12560,63647,Low
M5,2024,Middle East,Silver,Petrol,Manual,2.1,995,48897,High
i8,2014,Africa,Red,Hybrid,Automatic,1.9,121772,114748,Low
X5,2022,Middle East,Grey,Electric,Automatic,4.2,116799,106557,High
X3,2019,Asia,Red,Diesel,Automatic,4.5,163633,69000,High
M5,2019,North America,Blue,Diesel,Automatic,4.3,103931,99883,Low
i3,2016,Middle East,Silver,Electric,Automatic,2.3,108054,84938,Low
7 Series,2024,Middle East,Silver,Electric,Manual,4.6,176713,79632,Low
X1,2019,South America,Grey,Petrol,Automatic,1.8,162676,32029,Low
M3,2012,South America,White,Electric,Manual,2.7,113252,101200,High
X6,2017,Africa,Red,Electric,Manual,3.1,60043,117684,Low
X5,2014,South America,Black,Diesel,Manual,1.7,101541,103571,High
i8,2011,Africa,Silver,Diesel,Manual,3.5,76089,116640,High
i3,2011,South America,Black,Diesel,Automatic,3.5,82373,106927,High
X6,2013,South America,Grey,Petrol,Manual,5.0,146869,70211,Low
X3,2016,Asia,Grey,Hybrid,Automatic,3.7,153817,37952,Low
i8,2023,Africa,Black,Diesel,Automatic,2.9,121815,89343,Low
X3,2019,Europe,Grey,Electric,Manual,4.3,168685,97643,Low
X6,2013,Africa,Grey,Diesel,Manual,2.7,75903,68597,High
7 Series,2018,Middle East,Black,Electric,Automatic,3.4,180993,56706,Low
i3,2011,South America,Grey,Electric,Manual,1.7,109560,102141,High
7 Series,2015,Middle East,Black,Petrol,Manual,2.6,131517,54611,High
X5,2013,South America,Silver,Hybrid,Automatic,3.3,103100,85789,Low
7 Series,2015,Middle East,Blue,Electric,Manual,4.0,19103,41549,Low
7 Series,2019,Middle East,Black,Electric,Manual,1.8,84485,86020,High
7 Series,2018,Europe,Red,Hybrid,Manual,4.3,102201,99600,High
M5,2019,North America,Blue,Diesel,Manual,4.7,61888,36255,Low
M3,2021,Europe,Silver,Petrol,Automatic,2.5,14441,73116,Low
i3,2018,North America,Silver,Hybrid,Manual,4.2,168565,97602,Low
X1,2018,Middle East,White,Hybrid,Manual,2.1,106744,89653,High
X1,2018,Europe,Red,Diesel,Manual,3.3,27399,78393,Low
X5,2012,North America,Silver,Electric,Automatic,4.3,131965,35766,High
7 Series,2021,North America,Silver,Petrol,Manual,2.9,84790,97713,Low
i8,2020,South America,Grey,Petrol,Automatic,1.6,172247,84909,Low
M5,2023,North America,White,Electric,Manual,3.4,137484,36273,Low
3 Series,2018,North America,White,Hybrid,Manual,4.5,6027,48774,High
M5,2012,Europe,White,Petrol,Manual,1.9,142094,49927,High
7 Series,2019,South America,Red,Hybrid,Automatic,1.6,167021,73127,Low
i8,2012,Asia,White,Electric,Automatic,4.3,51658,49890,Low
X5,2014,South America,Blue,Diesel,Manual,2.4,30212,105480,Low
X1,2015,Europe,Blue,Diesel,Manual,2.8,160402,39146,Low
X5,2018,South America,Red,Hybrid,Automatic,1.8,196353,118342,High
X6,2010,Europe,Grey,Petrol,Automatic,1.8,180899,33522,High
M3,2024,Middle East,Black,Hybrid,Automatic,3.7,46202,77957,Low
X5,2017,South America,White,Electric,Manual,3.4,34078,86238,Low
i3,2023,Europe,Blue,Hybrid,Automatic,2.5,169518,84536,High
M3,2023,Asia,Silver,Hybrid,Automatic,3.1,167517,48221,Low
M3,2013,Africa,Red,Electric,Automatic,2.9,179725,88962,Low
X5,2019,South America,Black,Petrol,Automatic,3.9,137914,52934,Low
5 Series,2016,Africa,Blue,Diesel,Automatic,4.5,134166,90210,Low
X1,2015,Africa,Blue,Petrol,Manual,4.2,172358,98110,Low
M3,2024,North America,Blue,Hybrid,Automatic,1.5,122900,32187,High
X6,2015,Middle East,Blue,Hybrid,Automatic,1.8,101319,42580,Low
5 Series,2016,Europe,Red,Diesel,Automatic,3.0,167363,102372,Low
7 Series,2013,Middle East,Red,Petrol,Automatic,4.5,174791,98364,High
3 Series,2015,Asia,Grey,Diesel,Automatic,2.3,24680,40756,Low
X6,2012,Africa,Red,Electric,Manual,4.6,51274,111535,Low
X6,2014,North America,Grey,Hybrid,Manual,1.9,45841,110274,Low
i8,2022,Middle East,Blue,Hybrid,Automatic,1.8,173204,81659,Low
i3,2022,South America,Grey,Diesel,Automatic,4.7,58846,58896,Low
M3,2023,Middle East,Grey,Hybrid,Manual,2.1,61320,73077,Low
X3,2024,South America,White,Hybrid,Manual,3.1,34732,41506,Low
X6,2022,Middle East,Silver,Electric,Manual,2.6,86625,78462,High
M3,2011,Middle East,Grey,Electric,Automatic,2.0,70736,110289,High
X5,2012,Middle East,Red,Diesel,Manual,3.7,110996,108373,Low
M5,2022,Africa,Grey,Diesel,Manual,4.9,78550,46863,Low
X5,2018,Middle East,Blue,Hybrid,Manual,3.8,135339,86444,Low
5 Series,2015,Asia,White,Petrol,Manual,2.7,156195,74737,Low
X1,2012,South America,Black,Electric,Automatic,4.0,51491,85157,High
X6,2011,South America,Black,Diesel,Manual,2.0,112794,48439,Low
7 Series,2014,South America,Blue,Diesel,Automatic,3.5,8695,55903,High
M5,2019,Africa,Black,Petrol,Manual,3.1,142656,91433,Low
5 Series,2023,North America,Silver,Electric,Automatic,2.8,110800,39765,Low
M3,2014,Middle East,Blue,Petrol,Automatic,4.1,3272,53935,Low
3 Series,2010,Middle East,White,Diesel,Manual,1.9,191381,101865,Low
i8,2012,North America,Black,Diesel,Automatic,3.4,170333,89924,Low
M3,2016,Middle East,White,Electric,Manual,4.5,77303,86456,Low
5 Series,2018,Africa,Grey,Hybrid,Manual,2.2,190249,63069,Low
X6,2014,Africa,White,Petrol,Manual,2.4,36814,98307,Low
X3,2013,Africa,Blue,Hybrid,Manual,3.8,90607,117196,Low
M3,2012,Middle East,Black,Hybrid,Automatic,4.2,46143,37997,High
i8,2019,Asia,Silver,Hybrid,Automatic,2.5,18315,30835,Low
M5,2022,Asia,Red,Petrol,Automatic,2.8,145646,75883,High
X1,2018,Asia,Silver,Electric,Automatic,4.1,109488,46206,High
X5,2023,Africa,Silver,Diesel,Automatic,2.5,15365,33703,Low
i3,2016,Middle East,White,Diesel,Automatic,3.8,58476,111651,Low
M3,2021,Asia,Grey,Electric,Manual,2.1,106945,53042,Low
5 Series,2016,Middle East,Black,Electric,Manual,2.9,100031,58605,Low
i3,2023,Africa,White,Electric,Manual,3.9,169219,111289,Low
X3,2022,Europe,Silver,Electric,Manual,3.1,166757,105221,Low
M3,2017,South America,Grey,Diesel,Manual,1.6,193450,109530,High
i3,2019,Africa,White,Diesel,Manual,2.9,129730,95287,Low
X3,2010,North America,Black,Petrol,Manual,2.5,16072,51730,Low
X1,2020,Africa,Grey,Petrol,Manual,1.9,118529,78437,High
X5,2013,Africa,Red,Petrol,Manual,1.5,25078,98563,Low
M5,2022,Middle East,Silver,Hybrid,Manual,1.7,176146,41137,High
X6,2022,Africa,Blue,Electric,Automatic,4.8,73472,110137,Low
X1,2014,North America,White,Diesel,Automatic,4.1,3700,117414,High
i8,2014,Africa,Red,Diesel,Manual,4.8,144625,100758,Low
X3,2010,South America,Red,Electric,Manual,1.9,1348,81372,Low
i8,2012,North America,Blue,Hybrid,Automatic,3.5,19590,43796,High
X5,2011,Asia,White,Electric,Manual,1.8,22181,68509,Low
X3,2021,Asia,Silver,Hybrid,Automatic,1.6,29449,61359,Low
7 Series,2016,Europe,White,Diesel,Automatic,3.1,23319,74776,Low
5 Series,2022,Asia,White,Electric,Manual,3.8,177157,77984,High
M5,2023,South America,Grey,Petrol,Automatic,1.7,84459,69217,High
X6,2014,North America,Silver,Electric,Manual,2.8,153462,106985,High
3 Series,2012,Middle East,Red,Diesel,Automatic,1.8,39517,71833,High
X3,2020,Europe,Black,Hybrid,Manual,2.8,114095,65546,Low
3 Series,2017,Africa,Blue,Hybrid,Manual,3.2,32218,66138,Low
M5,2010,North America,Red,Electric,Automatic,2.7,15904,118027,High
3 Series,2010,South America,White,Diesel,Manual,3.5,121254,44672,High
3 Series,2023,South America,White,Petrol,Manual,3.5,116227,34778,Low
X5,2015,South America,Silver,Diesel,Automatic,2.7,74660,51940,High
5 Series,2010,North America,Blue,Diesel,Manual,2.9,65604,36190,High
M3,2013,Europe,Blue,Petrol,Automatic,3.0,189157,114309,High
M3,2015,Europe,White,Electric,Automatic,2.8,165662,114118,Low
i3,2010,Europe,Red,Hybrid,Manual,4.2,69415,82476,Low
X5,2022,Middle East,Grey,Electric,Manual,2.0,112597,39849,Low
M5,2018,Africa,White,Hybrid,Manual,4.5,75560,83036,Low
X1,2024,Asia,Silver,Diesel,Manual,2.7,44487,67969,Low
X1,2013,South America,Blue,Electric,Automatic,4.0,141471,91551,Low
5 Series,2018,Africa,Black,Diesel,Automatic,4.6,68943,38694,High
3 Series,2018,South America,Silver,Diesel,Automatic,4.6,75149,60433,Low
i8,2022,Middle East,Silver,Petrol,Manual,3.1,74159,96988,Low
5 Series,2015,Africa,White,Hybrid,Automatic,2.4,122796,110028,High
i3,2022,South America,Silver,Petrol,Manual,3.6,54399,69653,Low
X3,2016,Africa,Grey,Hybrid,Automatic,2.1,53646,42474,Low
M3,2024,Africa,Silver,Hybrid,Automatic,4.3,133130,44673,High
i3,2022,Middle East,White,Petrol,Automatic,4.0,32345,91878,Low
X6,2010,Middle East,Blue,Electric,Manual,4.3,194132,115248,Low
i3,2014,South America,Black,Diesel,Automatic,3.0,195226,47880,High
3 Series,2012,Europe,White,Diesel,Manual,3.5,76190,83565,Low
X5,2019,Asia,White,Diesel,Manual,1.9,26317,66631,Low
5 Series,2019,Asia,Black,Petrol,Automatic,3.9,30323,106787,Low
X3,2022,South America,Silver,Electric,Automatic,3.2,129558,32156,Low
3 Series,2015,Middle East,Red,Diesel,Automatic,3.3,92861,78299,Low
i8,2013,Africa,Blue,Diesel,Manual,4.5,164581,57512,Low
i8,2024,Europe,Black,Petrol,Manual,4.2,157621,110376,Low
5 Series,2022,North America,Grey,Electric,Automatic,3.4,26841,97993,Low
5 Series,2023,Africa,Blue,Electric,Automatic,2.7,134017,89361,Low
i8,2022,South America,Silver,Electric,Automatic,3.1,90787,85775,Low
5 Series,2018,Europe,Red,Electric,Manual,2.7,133338,38679,Low
M5,2016,South America,Red,Petrol,Automatic,2.0,16908,119563,High
M3,2024,Asia,Black,Electric,Automatic,3.8,163543,40401,Low
3 Series,2023,Europe,Silver,Electric,Automatic,3.9,30167,106591,High
M3,2024,South America,Black,Electric,Automatic,4.9,181799,60053,Low
X1,2013,Africa,Black,Diesel,Manual,3.1,103952,89080,Low
X3,2022,North America,Black,Hybrid,Automatic,5.0,176422,38677,Low
3 Series,2020,Asia,Grey,Diesel,Manual,2.2,108246,68351,Low
5 Series,2015,South America,Silver,Diesel,Automatic,3.8,84902,84393,Low
i3,2011,Europe,Red,Petrol,Automatic,5.0,35939,48631,High
X6,2023,Middle East,Red,Petrol,Automatic,3.7,19050,90706,High
X1,2012,Europe,White,Electric,Automatic,3.1,165188,99350,Low
5 Series,2024,Asia,Blue,Electric,Automatic,3.3,182904,77388,Low
i3,2020,Africa,Silver,Electric,Automatic,4.5,7965,89240,Low
i3,2016,Europe,Grey,Diesel,Automatic,4.8,51014,95406,Low
X5,2020,Asia,Silver,Diesel,Automatic,3.1,183101,115820,Low
i8,2021,Middle East,Red,Electric,Automatic,4.2,55103,105376,High
i3,2013,North America,Grey,Petrol,Automatic,4.8,185133,114743,Low
X3,2023,Asia,White,Petrol,Automatic,2.5,53814,105436,High
i3,2021,Africa,White,Diesel,Automatic,3.2,71612,86103,High
M5,2019,Asia,Blue,Diesel,Automatic,5.0,171265,62531,Low
M3,2016,Asia,Blue,Petrol,Manual,2.7,13927,73187,High
i8,2018,South America,Blue,Electric,Manual,3.7,192890,59377,Low
X3,2023,South America,Red,Hybrid,Automatic,3.8,124021,33679,Low
i8,2022,Europe,Grey,Electric,Manual,2.0,53183,82670,Low
5 Series,2014,Africa,Silver,Petrol,Manual,4.3,29853,57209,High
M3,2023,North America,Grey,Hybrid,Automatic,2.9,134441,85411,Low
i8,2010,Middle East,Silver,Diesel,Manual,3.3,38061,117115,High
5 Series,2014,Middle East,White,Petrol,Manual,3.7,119118,59422,Low
7 Series,2015,North America,Silver,Petrol,Manual,2.9,107128,114090,High
X1,2023,South America,White,Electric,Manual,2.6,198538,108614,High
3 Series,2020,Middle East,White,Diesel,Manual,3.4,163986,84270,Low
3 Series,2011,Middle East,Silver,Hybrid,Manual,2.7,88925,82068,Low
i8,2017,Europe,White,Hybrid,Automatic,3.0,147000,116958,High
M5,2022,Asia,Grey,Electric,Automatic,1.9,114239,48981,Low
i3,2011,South America,Red,Diesel,Automatic,4.5,14245,43196,Low
i8,2024,Europe,White,Hybrid,Automatic,2.9,133638,105297,High
M3,2023,Africa,Red,Petrol,Automatic,1.8,169205,49209,Low
3 Series,2018,South America,Silver,Diesel,Manual,4.3,140451,104938,High
3 Series,2023,Middle East,Black,Diesel,Manual,1.6,166487,68309,Low
5 Series,2022,Europe,Black,Electric,Manual,3.6,124612,81122,Low
3 Series,2011,South America,Blue,Diesel,Manual,4.0,89674,117764,Low
X3,2012,Middle East,White,Petrol,Automatic,2.2,1903,84484,Low
i3,2017,Middle East,Red,Diesel,Manual,2.0,49318,32736,Low
3 Series,2020,Middle East,Silver,Electric,Automatic,1.9,2586,69875,Low
X6,2015,Africa,Red,Hybrid,Manual,5.0,921,34690,Low
i8,2010,Europe,Black,Petrol,Manual,4.1,190415,48783,High
X1,2024,South America,Grey,Electric,Automatic,2.6,74993,38573,Low
i8,2013,Middle East,Red,Electric,Manual,2.7,132856,40677,High
M5,2014,Asia,Black,Diesel,Manual,3.8,45768,64910,High
X5,2023,Middle East,Blue,Hybrid,Manual,3.1,188574,31394,Low
M3,2020,Middle East,Silver,Electric,Automatic,2.4,11579,36896,Low
i8,2012,South America,Red,Electric,Automatic,1.7,174215,84452,High
X3,2010,Africa,Silver,Electric,Manual,4.2,50981,78452,Low
7 Series,2012,Asia,Black,Diesel,Automatic,4.6,178602,76813,Low
X6,2022,Europe,White,Hybrid,Manual,2.2,68188,49658,Low
M3,2018,Asia,Red,Hybrid,Manual,1.7,126495,109433,Low
i8,2011,South America,Red,Petrol,Manual,1.9,23123,76337,Low
X5,2010,Asia,Red,Hybrid,Manual,2.9,158892,77797,Low
i8,2016,North America,Blue,Electric,Automatic,2.5,118516,72402,Low
7 Series,2022,Middle East,Grey,Electric,Manual,1.8,39381,70927,High
7 Series,2016,Europe,Grey,Petrol,Automatic,3.1,114261,55007,Low
3 Series,2014,South America,Black,Petrol,Manual,2.2,154298,37228,Low
i8,2011,South America,Black,Diesel,Automatic,1.7,56960,108415,High
X3,2023,Africa,Silver,Hybrid,Manual,3.8,143264,74211,Low
M3,2010,South America,White,Petrol,Automatic,3.5,55524,42887,Low
i3,2022,South America,White,Petrol,Manual,4.4,174110,66455,High
7 Series,2014,North America,Red,Diesel,Automatic,2.6,62054,100771,High
X1,2019,Europe,Black,Diesel,Manual,2.0,6862,44632,Low
X6,2013,South America,White,Petrol,Automatic,2.8,74016,70246,Low
X5,2018,Africa,Blue,Petrol,Manual,4.2,191434,48493,Low
i8,2014,Middle East,Blue,Hybrid,Automatic,2.3,90158,65483,Low
i8,2020,North America,Red,Electric,Automatic,2.4,139921,38743,High
X1,2019,South America,Grey,Electric,Automatic,2.0,190069,91107,Low
X3,2021,North America,Red,Diesel,Manual,5.0,147703,49987,Low
i8,2021,North America,Black,Petrol,Automatic,4.9,125118,67365,High
X3,2011,North America,Silver,Diesel,Manual,3.8,139739,69294,Low
M3,2013,Europe,Black,Petrol,Automatic,2.3,129449,39106,Low
X5,2022,Africa,White,Petrol,Automatic,4.2,187225,96479,Low
X3,2021,North America,Red,Diesel,Manual,3.5,99665,61399,Low
X5,2018,North America,Black,Hybrid,Automatic,4.1,25223,46264,Low
X5,2017,Asia,Blue,Hybrid,Manual,4.5,171013,81824,Low
X1,2012,South America,Black,Diesel,Manual,2.6,1241,99259,Low
i3,2017,South America,Blue,Hybrid,Manual,4.7,46126,114258,High
7 Series,2022,North America,Black,Electric,Manual,4.6,97874,108363,High
5 Series,2011,North America,Silver,Electric,Automatic,3.4,58522,75921,Low
7 Series,2012,Asia,Red,Petrol,Manual,3.9,144698,116355,High
M3,2023,North America,White,Petrol,Automatic,2.9,192081,98308,Low
X6,2014,North America,Blue,Petrol,Manual,3.8,124675,58011,Low
7 Series,2020,Europe,Red,Petrol,Automatic,3.4,163926,46573,Low
X3,2021,Middle East,White,Hybrid,Automatic,2.6,163719,97596,Low
X3,2023,North America,Red,Petrol,Manual,2.6,187367,45852,Low
5 Series,2019,South America,Black,Diesel,Manual,3.8,52100,43992,High
X5,2019,North America,White,Hybrid,Automatic,4.8,187567,52347,Low
X1,2017,Middle East,Blue,Electric,Manual,2.2,40138,69478,Low
X6,2010,Europe,Silver,Diesel,Automatic,2.9,192013,95526,Low
X3,2013,Europe,Silver,Hybrid,Automatic,4.3,136842,42809,Low
i8,2010,Africa,Grey,Hybrid,Manual,1.9,181580,119507,Low
X6,2010,Europe,Red,Diesel,Automatic,5.0,102933,51771,Low
X3,2021,Africa,Red,Electric,Manual,3.9,189159,40832,Low
i8,2014,Asia,Blue,Diesel,Manual,4.7,55571,52457,High
5 Series,2015,Europe,Silver,Diesel,Automatic,4.4,23168,55447,High
i8,2024,North America,Red,Petrol,Manual,4.2,97812,70177,Low
7 Series,2010,Europe,Blue,Petrol,Automatic,1.6,134962,112274,Low
M5,2020,North America,White,Hybrid,Automatic,2.9,88408,70198,Low
X5,2015,Africa,Black,Petrol,Automatic,2.2,123995,83189,Low
X5,2014,Asia,Black,Petrol,Manual,4.5,145508,72913,Low
3 Series,2013,Middle East,White,Electric,Manual,3.9,82615,107537,High
7 Series,2019,Middle East,White,Electric,Automatic,1.9,165987,70704,Low
X3,2014,Africa,White,Diesel,Manual,2.8,74113,99233,Low
X5,2017,Asia,Grey,Electric,Automatic,1.7,122151,98085,Low
X3,2018,Asia,Blue,Electric,Automatic,4.1,88220,101316,Low
X5,2020,Africa,Red,Hybrid,Manual,3.0,96175,31690,Low
X5,2023,North America,Red,Petrol,Manual,2.3,86415,66764,High
X3,2021,Africa,Grey,Diesel,Automatic,3.3,130010,96042,Low
X6,2011,North America,Black,Hybrid,Manual,1.6,148808,93203,Low
i3,2015,North America,Red,Hybrid,Manual,2.4,104951,70413,Low
M3,2012,Asia,Grey,Diesel,Manual,2.1,106855,32568,High
X1,2024,Middle East,Blue,Petrol,Automatic,4.8,7276,35395,Low
3 Series,2011,Europe,Grey,Hybrid,Manual,2.8,161278,59924,Low
i8,2021,Middle East,Silver,Diesel,Automatic,3.5,125060,75870,Low
X3,2023,Middle East,Red,Petrol,Manual,3.3,133304,76890,Low
5 Series,2022,South America,Silver,Diesel,Automatic,3.8,11916,46055,Low
3 Series,2010,Middle East,Red,Petrol,Automatic,2.5,36076,81129,Low
X3,2013,Africa,Black,Diesel,Manual,1.9,50008,55442,Low
5 Series,2017,Europe,Silver,Hybrid,Manual,1.8,197508,32615,Low
X1,2012,Asia,Red,Hybrid,Automatic,2.2,149997,73270,Low
3 Series,2014,South America,Black,Diesel,Automatic,3.2,102024,80021,High
X1,2023,Middle East,Grey,Diesel,Automatic,2.3,113712,76900,Low
i8,2019,South America,Grey,Diesel,Manual,3.0,77458,119101,Low
i3,2014,Middle East,White,Petrol,Manual,1.6,107524,96192,Low
X5,2014,Africa,Red,Hybrid,Automatic,3.7,64735,41205,Low
X1,2020,Asia,Silver,Hybrid,Manual,4.6,57223,37025,Low
M3,2018,Asia,White,Petrol,Manual,1.7,57490,114850,Low
X5,2024,Europe,Grey,Petrol,Manual,2.3,131970,32645,Low
7 Series,2017,Middle East,Silver,Petrol,Manual,2.6,58646,117511,Low
X1,2017,Africa,Blue,Diesel,Manual,2.5,75562,65888,Low
i3,2022,Africa,Silver,Diesel,Manual,1.6,31497,76488,Low
5 Series,2022,Middle East,Red,Electric,Manual,1.9,135251,57681,High
M5,2010,Africa,Black,Diesel,Manual,4.7,193509,52694,Low
i3,2010,Middle East,Grey,Hybrid,Automatic,4.0,33684,111499,Low
i3,2011,North America,Grey,Electric,Manual,4.9,107853,108423,Low
X1,2023,Asia,Red,Petrol,Automatic,3.0,77121,59829,Low
X5,2017,South America,Red,Hybrid,Manual,4.6,175839,105256,Low
M5,2019,Asia,Black,Electric,Manual,4.4,1388,107797,Low
X5,2010,Asia,Red,Petrol,Manual,4.6,124011,30171,High
i3,2024,Europe,Blue,Diesel,Automatic,1.6,125659,88532,Low
i8,2013,South America,Silver,Diesel,Manual,3.8,163095,100536,Low
7 Series,2018,Asia,White,Diesel,Automatic,3.5,188305,70424,Low
7 Series,2011,Asia,White,Petrol,Automatic,3.4,78122,81630,Low
7 Series,2012,Europe,Black,Hybrid,Manual,3.3,128380,101467,Low
M5,2020,South America,Black,Petrol,Manual,4.3,38894,67858,Low
X3,2015,Middle East,Silver,Hybrid,Automatic,4.9,199588,65282,High
M3,2022,Asia,Black,Electric,Manual,4.4,97907,106059,Low
X3,2024,Europe,Silver,Hybrid,Manual,4.5,20114,52570,High
3 Series,2020,Africa,Red,Diesel,Automatic,3.2,67404,99930,High
X3,2019,Europe,Silver,Petrol,Automatic,3.9,75155,96619,Low
i3,2012,North America,Blue,Petrol,Automatic,3.0,155344,94989,Low
X5,2024,Europe,White,Petrol,Automatic,2.8,118554,30447,High
7 Series,2024,Europe,Red,Hybrid,Automatic,4.6,162418,56567,Low
X3,2013,Middle East,Black,Hybrid,Automatic,4.7,25347,34703,Low
i8,2018,North America,Grey,Hybrid,Automatic,3.9,71227,41588,Low
3 Series,2018,Africa,Red,Hybrid,Manual,4.4,16164,49524,Low
3 Series,2019,Africa,Silver,Hybrid,Manual,2.8,181312,92497,Low
i3,2014,North America,Red,Diesel,Automatic,3.0,65419,85612,Low
M3,2016,Middle East,Grey,Petrol,Manual,4.4,174121,74313,Low
3 Series,2018,Middle East,Blue,Electric,Automatic,2.9,58732,110113,High
i8,2017,Middle East,Red,Diesel,Manual,1.6,63986,104046,Low
M5,2020,North America,Red,Petrol,Manual,2.7,165754,118235,Low
5 Series,2016,Middle East,White,Electric,Manual,2.9,178145,51217,Low
M5,2021,Asia,Red,Hybrid,Manual,2.0,7464,79292,High
7 Series,2017,Europe,Silver,Petrol,Manual,2.7,74794,95956,Low
X5,2014,South America,Black,Electric,Automatic,4.8,161475,80094,High
i8,2014,Africa,Red,Petrol,Automatic,4.5,12530,95328,Low
M3,2014,Europe,Blue,Petrol,Manual,3.1,19320,69231,Low
M3,2010,Middle East,Silver,Petrol,Automatic,4.0,164999,104703,High
X1,2015,Europe,Silver,Petrol,Automatic,2.0,69967,78227,High
5 Series,2014,North America,Blue,Electric,Manual,4.1,81904,95472,High
X6,2017,Asia,Red,Hybrid,Automatic,3.2,81642,109924,Low
5 Series,2017,South America,Blue,Diesel,Automatic,4.0,73338,32506,Low
X3,2011,Africa,Black,Petrol,Manual,3.8,103432,119695,High
X3,2020,North America,Black,Petrol,Automatic,2.3,114408,30130,High
5 Series,2015,Europe,Silver,Hybrid,Automatic,4.4,88919,102468,Low
X3,2021,South America,Grey,Electric,Manual,3.5,3878,51722,Low
7 Series,2020,South America,Silver,Electric,Manual,4.2,17280,37475,Low
7 Series,2019,South America,Silver,Petrol,Manual,1.8,25224,113265,Low
X6,2019,Europe,Black,Diesel,Manual,3.7,153965,101537,High
5 Series,2024,Europe,Grey,Diesel,Manual,2.5,58164,69623,Low
i3,2015,South America,Silver,Hybrid,Manual,4.5,165294,112108,Low
X6,2012,Middle East,Red,Diesel,Manual,4.8,44206,79143,Low
X3,2010,Europe,Red,Diesel,Manual,1.7,71358,52176,Low
M3,2016,Middle East,Blue,Petrol,Automatic,4.0,148234,87641,Low
5 Series,2019,Europe,White,Petrol,Manual,1.9,47280,78032,Low
3 Series,2014,South America,Grey,Electric,Automatic,4.5,47144,76171,Low
i3,2021,South America,Blue,Hybrid,Automatic,1.9,94134,84598,Low
X1,2021,Africa,Red,Petrol,Automatic,2.2,187500,116757,Low
M5,2019,Europe,Silver,Electric,Automatic,2.4,161026,39951,Low
i8,2014,Asia,White,Electric,Automatic,4.0,90849,37222,Low
M5,2020,Asia,White,Hybrid,Manual,2.5,72015,59609,High
i8,2017,Africa,Red,Diesel,Automatic,3.6,192269,33499,Low
5 Series,2021,South America,Silver,Electric,Manual,3.5,125795,39085,Low
X3,2014,Asia,Black,Petrol,Automatic,2.9,92738,57063,Low
X5,2014,Middle East,Black,Electric,Automatic,3.4,88175,43937,Low
M5,2010,Africa,Grey,Diesel,Manual,1.9,177393,113845,High
i3,2011,Africa,Silver,Hybrid,Manual,4.6,21637,110105,Low
3 Series,2014,North America,Grey,Petrol,Manual,2.2,173071,112674,Low
7 Series,2016,Asia,Grey,Petrol,Automatic,4.6,179123,102961,High
5 Series,2012,Africa,White,Diesel,Manual,3.3,184935,93024,High
M3,2021,Europe,White,Petrol,Automatic,3.6,86524,42748,Low
5 Series,2024,Europe,Silver,Electric,Automatic,2.4,196556,114826,High
7 Series,2010,Europe,Silver,Hybrid,Automatic,2.3,36148,108196,Low
5 Series,2020,Africa,Red,Electric,Automatic,3.2,152484,105927,Low
i3,2021,Africa,Black,Diesel,Automatic,2.4,50135,32948,Low
i8,2011,North America,Red,Hybrid,Automatic,3.0,32768,119291,Low
X1,2012,Asia,Silver,Petrol,Manual,3.0,27119,113017,Low
M3,2021,South America,Red,Electric,Manual,2.4,178844,38305,High
X3,2018,North America,White,Petrol,Manual,2.5,153434,111875,Low
